ï»¿Customer_ID,Gender,Age,Age_Group,City,State,Registration_Date,Customer_Tier,Total_Orders,Total_Spent
CUST00000926,male,37,36-45,Lucknow,UP,2023-06-25,Platinum,4,156609.72
CUST00000927,female,51,46-55,Jaipur,Rajasthan,2024-04-28,Silver,4,4609.84
CUST00000928,female,33,26-35,Pune,Maharashtra,2023-12-08,Platinum,2,88613.25
CUST00000929,female,45,36-45,Jaipur,Rajasthan,2023-12-04,Platinum,5,156997.44
CUST00000930,male,28,26-35,Alwar,Rajasthan,2024-02-23,Platinum,7,117841.65
CUST00000931,female,49,46-55,Alwar,Rajasthan,2023-08-04,Platinum,10,60529.99
CUST00000932,female,47,46-55,"New Delhi",Delhi,2024-04-27,Platinum,6,50288.66
CUST00000933,male,45,36-45,Chennai,"Tamil Nadu",2023-09-29,Platinum,7,168151.19
CUST00000934,female,29,26-35,Pune,Maharashtra,2024-04-23,Platinum,5,74269.62
CUST00000935,male,25,18-25,Mangalore,Karnataka,2024-02-25,Platinum,6,57645.41
CUST00000936,female,28,26-35,"New Delhi",Delhi,2023-12-04,Platinum,4,90282.45
CUST00000937,female,18,18-25,Mysore,Karnataka,2023-07-23,Platinum,8,437626.43
CUST00000938,male,53,46-55,"Delhi NCR",Delhi,2024-01-09,Silver,6,18684.29
CUST00000939,female,36,36-45,Mangalore,Karnataka,2023-09-19,Platinum,5,216303.18
CUST00000940,male,23,18-25,Sohna,Haryana,2024-03-03,Platinum,7,116547.94
CUST00000941,female,34,26-35,Durgapur,"West Bengal",2023-11-12,Platinum,5,253975.98
CUST00000942,female,27,26-35,Kota,Rajasthan,2023-08-09,Silver,2,16777.28
CUST00000943,female,56,56-65,Kolkata,"West Bengal",2023-12-22,Platinum,4,52720.21
CUST00000944,female,56,56-65,Dwarka,Delhi,2024-05-31,Silver,1,109.81
CUST00000945,female,52,46-55,Nagpur,Maharashtra,2023-07-17,Silver,3,9806.15
CUST00000946,male,30,26-35,Sohna,Haryana,2024-03-22,Platinum,6,96890.51
CUST00000947,female,37,36-45,Chennai,"Tamil Nadu",2023-09-14,Platinum,6,222910.73
CUST00000948,male,34,26-35,Ludhiana,Punjab,2024-02-01,Platinum,14,564833.49
CUST00000949,female,31,26-35,Kolkata,"West Bengal",2024-05-15,Platinum,11,456108.84
CUST00000950,male,65,56-65,Mysore,Karnataka,2023-06-21,Silver,2,2132.03
CUST00000951,male,26,26-35,Agra,UP,2024-04-22,Platinum,3,99624.66
CUST00000952,female,29,26-35,Gurugram,Haryana,2023-11-23,Gold,4,39384.82
CUST00000953,male,21,18-25,Chennai,"Tamil Nadu",2024-01-05,Platinum,4,101519.48
CUST00000954,male,38,36-45,Varanasi,UP,2024-05-17,Gold,3,34863.12
CUST00000955,male,36,36-45,Jaipur,Rajasthan,2023-12-19,Gold,5,22226.27
CUST00000956,female,58,56-65,Faridabad,Haryana,2023-07-09,Silver,2,8713.02
CUST00000957,female,21,18-25,Gurugram,Haryana,2024-03-17,Platinum,6,83183.99
CUST00000958,female,25,18-25,Gurugram,Haryana,2023-11-24,Platinum,3,344121.95
CUST00000959,male,24,18-25,Dwarka,Delhi,2023-06-14,Silver,3,14818.49
CUST00000960,female,29,26-35,Amritsar,Punjab,2023-06-18,Platinum,3,53369.24
CUST00000961,male,26,26-35,Patiala,Punjab,2024-02-24,Platinum,4,195999.48
CUST00000962,female,27,26-35,Patiala,Punjab,2023-07-14,Platinum,7,206918.55
CUST00000963,male,60,56-65,Patiala,Punjab,2023-07-26,Silver,3,5548.69
CUST00000964,female,38,36-45,Faridabad,Haryana,2023-11-24,Platinum,4,156402.5
CUST00000965,male,47,46-55,Palwal,Haryana,2023-10-29,Silver,4,8299.84
CUST00000966,male,47,46-55,Durgapur,"West Bengal",2023-08-10,Gold,10,36212.47
CUST00000967,male,33,26-35,Mangalore,Karnataka,2024-02-14,Platinum,6,188093.03
CUST00000968,male,43,36-45,Noida,UP,2023-11-13,Gold,3,38835.11
CUST00000969,female,29,26-35,Patiala,Punjab,2023-09-10,Platinum,6,222761.55
CUST00000970,male,40,36-45,"Delhi NCR",Delhi,2024-03-31,Platinum,5,173538.14
CUST00000971,male,44,36-45,Kolkata,"West Bengal",2024-05-29,Silver,1,6933.2
CUST00000972,male,34,26-35,Agra,UP,2023-06-02,Platinum,8,65559.57
CUST00000973,female,22,18-25,Jodhpur,Rajasthan,2024-04-21,Platinum,7,117356.05
CUST00000974,female,55,46-55,Jaipur,Rajasthan,2023-12-24,Gold,8,38262.17
CUST00000975,female,31,26-35,Mysore,Karnataka,2023-11-12,Silver,1,2416.27
CUST00000976,female,30,26-35,Howrah,"West Bengal",2024-04-21,Platinum,5,89530.7
CUST00000977,female,36,36-45,Sohna,Haryana,2023-12-15,Platinum,6,109604.4
CUST00000978,female,18,18-25,Panipat,Haryana,2023-11-14,Silver,3,9957.3
CUST00000979,male,63,56-65,Jodhpur,Rajasthan,2024-04-09,Platinum,8,95730.98
CUST00000980,female,19,18-25,Varanasi,UP,2023-07-01,Platinum,9,254391.43
CUST00000981,female,41,36-45,Rajkot,Gujarat,2023-11-12,Platinum,8,216596.7
CUST00000982,female,48,46-55,Bangalore,Karnataka,2023-12-10,Platinum,7,85747.01
CUST00000983,male,40,36-45,Mangalore,Karnataka,2024-02-11,Platinum,2,122726.24
CUST00000984,male,19,18-25,Vadodara,Gujarat,2023-07-18,Platinum,7,296954.99
CUST00000985,male,18,18-25,Kota,Rajasthan,2024-04-23,Silver,2,11977.88
CUST00000986,male,41,36-45,Udaipur,Rajasthan,2024-05-18,Platinum,3,81375.98
CUST00000987,female,36,36-45,Varanasi,UP,2023-12-18,Platinum,7,192302.54
CUST00000988,male,60,56-65,Patiala,Punjab,2024-03-14,Silver,4,6848.76
CUST00000989,female,53,46-55,Sohna,Haryana,2023-11-10,Gold,3,45291.57
CUST00000990,female,22,18-25,Coimbatore,"Tamil Nadu",2023-06-07,Gold,2,20623.99
CUST00000991,male,30,26-35,Palwal,Haryana,2024-04-26,Silver,3,12814.94
CUST00000992,male,37,36-45,Nagpur,Maharashtra,2023-11-07,Platinum,6,118276.25
CUST00000993,male,18,18-25,Jalandhar,Punjab,2023-07-13,Platinum,3,80672.91
CUST00000994,male,25,18-25,"New Delhi",Delhi,2023-10-20,Silver,3,19182.96
CUST00000995,female,23,18-25,"New Delhi",Delhi,2024-03-18,Gold,6,22115.7
CUST00000996,male,36,36-45,Dwarka,Delhi,2023-08-31,Platinum,4,91457.98
CUST00000997,male,45,36-45,Rajkot,Gujarat,2024-02-24,Platinum,5,157422.05
CUST00000998,female,20,18-25,Nagpur,Maharashtra,2024-01-22,Platinum,5,374369.16
CUST00000999,female,46,46-55,Amritsar,Punjab,2023-12-23,Silver,0,0
CUST00001000,female,32,26-35,Jaipur,Rajasthan,2023-07-15,Platinum,2,65438.21
